previous_crop,temperature,humidity,moisture,soil_type,soil_ph,rainfall,recommended_crop,
Tobacco,24.86,53.59,48.95,Loamy,10.6,1413,Maize,
Sugarcane,30.02,45.23,32.68,Sandy,5,2168,Wheat,
Sugarcane,34.35,63.85,55.26,Loamy,0.2,215,Wheat,
Maize,31.31,63.35,63.08,Clay,11.6,1522,Pulses,
Maize,29.49,61.66,51.22,Sandy,13,1262,Pulses,
Wheat,36.16,61.54,37.54,Black,8.1,2080,Soybeans,
Cotton,30.06,50.33,41.32,Sandy,11.2,915,Ground Nuts,
Barley,26.23,63.15,63.34,Sandy,11.8,602,Sugarcane,
Wheat,34.31,72.57,43.94,Red,4.8,2470,Soybeans,
Millet,32.15,57.38,34.34,Loamy,4.7,2565,Tobacco,
Pulses,31.4,63.38,33.1,Red,0.2,1424,Barley,
Maize,22.78,60.52,42.05,Red,5.7,2956,Pulses,
Millet,34.4,69.58,53.39,Red,8.1,579,Tobacco,
Pulses,29.5,52.2,23.95,Red,7,2971,Barley,
Sugarcane,32.69,64.23,53.47,Clay,3.8,2283,Wheat,
Ground Nuts,31,69.87,70,Black,0.6,923,Oilseeds,
Tobacco,26.94,56.72,39.94,Sandy,10.5,2626,Maize,
Barley,34.54,69.83,51.36,Black,3.5,2205,Sugarcane,
Wheat,27.54,61.58,33.57,Sandy,0.1,2789,Soybeans,
Cotton,33.06,58.19,38.52,Sandy,4.6,2569,Ground Nuts,
Millet,31.85,60.43,55.57,Black,11.5,1889,Tobacco,
Ground Nuts,30.72,58.92,37.12,Black,6.4,2243,Oilseeds,
Millet,30.93,51.93,59.3,Clay,5.3,650,Tobacco,
Tobacco,38.48,75.65,60.75,Red,13,1240,Maize,
Ground Nuts,30.05,52.42,36.56,Clay,4,2110,Oilseeds,
Maize,32.52,68.89,20.1,Black,10.9,699,Pulses,
Tobacco,36.56,57.49,36.1,Sandy,9.2,838,Maize,
Millet,36.62,59.89,60.47,Clay,5.9,804,Tobacco,
Maize,36.55,74.21,57.63,Loamy,13.9,2145,Pulses,
Tobacco,28.24,54.65,34.37,Black,4.9,1096,Maize,
Barley,34.81,71.07,65.13,Sandy,8.6,466,Sugarcane,
Tobacco,33.96,61.85,38.37,Loamy,7.8,804,Maize,
Millet,38.66,57.13,38.41,Red,2.8,1573,Tobacco,
Ground Nuts,31.6,44.66,29,Red,5.1,2695,Oilseeds,
Ground Nuts,29.13,60,59.01,Clay,11,2344,Oilseeds,
Millet,31.59,60.6,35.3,Sandy,6.2,2727,Tobacco,
Millet,32.81,55.45,48.08,Loamy,8.7,620,Tobacco,
Maize,32.75,63.09,59.4,Sandy,0.9,914,Pulses,
Millet,27.87,61.74,37,Clay,3.6,1400,Tobacco,
Millet,38.12,64.6,30.72,Black,1.9,1244,Tobacco,
Barley,22.16,53.56,37.96,Red,13.7,884,Sugarcane,
Barley,33.42,63.69,60.05,Clay,6.3,2551,Sugarcane,
Cotton,25.72,54.34,33.33,Sandy,13.4,2185,Ground Nuts,
Sugarcane,21.15,51.19,29.68,Red,11.7,596,Wheat,
Sugarcane,34.09,70.6,61.54,Loamy,3.8,1194,Wheat,
Sugarcane,29.46,63.38,62.2,Black,11.6,293,Wheat,
Pulses,25.92,43.31,64.77,Black,0.7,2589,Barley,
Ground Nuts,35.55,69.73,53.43,Loamy,2.6,2938,Oilseeds,
Pulses,30.97,57.22,43.37,Black,3.5,1953,Barley,
Sugarcane,35.2,68.47,37.24,Sandy,5.7,2574,Wheat,
Barley,38.71,73.81,59.76,Sandy,2.3,1297,Sugarcane,
Cotton,27.71,60.06,36.77,Red,12,2773,Ground Nuts,
Pulses,37.03,63.45,41.49,Loamy,8.9,2633,Barley,
Tobacco,27.23,58.51,45.98,Loamy,11.8,2295,Maize,
Cotton,26.97,48.53,43.66,Loamy,13.6,2913,Ground Nuts,
Soybeans,32.92,65.89,35.29,Sandy,4.5,2047,Cotton,
Barley,34.48,69,39.73,Red,12.6,1394,Sugarcane,
Barley,33.94,63.51,41.89,Loamy,4.7,500,Sugarcane,
Soybeans,24.62,49.8,42.81,Black,6.1,2813,Cotton,
Ground Nuts,25.36,63.37,30.4,Black,2.1,1847,Oilseeds,
Maize,26.91,59.1,36.25,Black,1.6,2739,Pulses,
Pulses,29,55.01,42.96,Black,4,2915,Barley,
Tobacco,23.18,55.93,31.73,Sandy,6.2,839,Maize,
Ground Nuts,25.19,58.09,62.65,Clay,9.8,521,Oilseeds,
Maize,30.44,67.97,37.89,Sandy,8.2,422,Pulses,
Barley,31.66,60.47,54.89,Black,7.2,1105,Sugarcane,
Millet,32.64,64.3,55.06,Red,5.8,502,Tobacco,
Pulses,35.96,77.25,46.31,Sandy,1.1,1125,Barley,
Soybeans,27.57,53.84,61.93,Red,4.8,1564,Cotton,
Tobacco,35.24,70.01,41.45,Loamy,11.8,573,Maize,
Pulses,32.01,75.48,46.92,Loamy,13.5,882,Barley,
Cotton,28.57,68.99,26.74,Black,8.8,2526,Ground Nuts,
Wheat,29.65,74.25,48.5,Clay,2.1,2545,Soybeans,
Millet,31.88,54.26,51.83,Sandy,4.5,834,Tobacco,
Tobacco,30.33,61.47,37.93,Clay,12.7,1140,Maize,
Ground Nuts,34.43,71.22,33.72,Loamy,11.3,1556,Oilseeds,
Millet,30.99,57.9,54.41,Black,2.8,2087,Tobacco,
Sugarcane,25.38,47.27,38.73,Sandy,0.1,2906,Wheat,
Cotton,29.31,42.8,34.07,Loamy,5.2,557,Ground Nuts,
Wheat,22.93,58.67,22,Clay,13.9,1545,Soybeans,
Maize,32.33,62.09,28.28,Red,2.7,345,Pulses,
Sugarcane,23.94,52.75,22.5,Red,13.7,1636,Wheat,
Maize,26.11,44.04,20.63,Black,1.3,2057,Pulses,
Soybeans,34.03,68.66,20,Sandy,3.6,354,Cotton,
Barley,28.66,50.21,39.99,Clay,2.1,329,Sugarcane,
Cotton,29.25,57.38,56.74,Clay,2,1683,Ground Nuts,
Maize,26.73,63.35,28.54,Red,12.1,706,Pulses,
Pulses,29.75,52.14,42.92,Red,2.6,739,Barley,
Sugarcane,34.74,69.51,46.51,Red,7.6,1879,Wheat,
Sugarcane,25.21,53.68,31.32,Loamy,5.4,2081,Wheat,
Cotton,26.97,51.24,63.49,Loamy,5.1,2389,Ground Nuts,
Millet,31.39,63.52,49.6,Black,3.3,1844,Tobacco,
Maize,34.34,68.17,58.41,Red,0.9,2222,Pulses,
Cotton,32.1,63.35,34.52,Clay,8.2,1040,Ground Nuts,
Wheat,30.78,59.71,47.46,Black,8.7,1464,Soybeans,
Soybeans,27.6,61.78,39.37,Loamy,1.9,2104,Cotton,
Tobacco,30.31,50.02,52.94,Clay,0.9,911,Maize,
Ground Nuts,29.01,49.29,48.79,Black,7.5,1591,Oilseeds,
Maize,27.61,59.67,27.04,Sandy,1,1425,Pulses,
Tobacco,30.73,51.55,50.9,Sandy,5.2,2047,Maize,
Barley,27.12,57.97,29.2,Red,3.1,1408,Sugarcane,
Soybeans,31.4,55.24,50.94,Clay,7.7,2173,Cotton,
Cotton,32.58,72.75,56.62,Red,1.4,917,Ground Nuts,
Pulses,31.08,53.63,67.76,Red,7.1,2983,Barley,
Wheat,22.92,58.85,40.66,Sandy,2.7,1805,Soybeans,
Cotton,33.69,68.75,64.77,Sandy,6.6,1997,Ground Nuts,
Cotton,27,53.84,49.81,Clay,4.8,1957,Ground Nuts,
Cotton,31.16,64.16,61.68,Sandy,5.7,2238,Ground Nuts,
Sugarcane,36.68,51.39,43.94,Red,12,492,Wheat,
Ground Nuts,29.88,69.91,32.28,Sandy,2.2,2977,Oilseeds,
Wheat,38.44,70.05,40.58,Black,11.6,1959,Soybeans,
Ground Nuts,33.82,74.87,62.48,Black,9.7,1148,Oilseeds,
Ground Nuts,31.87,58.58,44.74,Loamy,3.7,2794,Oilseeds,
Maize,35.06,66.92,66.68,Sandy,5.7,1466,Pulses,
Maize,30.3,53.26,50.53,Black,2.6,606,Pulses,
Millet,30.39,50.71,35.06,Clay,13.4,540,Tobacco,
Millet,30.46,61.98,38.7,Red,10.6,1772,Tobacco,
Maize,32.91,59.28,65.83,Red,11.5,747,Pulses,
Millet,36.53,68.28,24.67,Loamy,1.6,1115,Tobacco,
Sugarcane,25.16,49.77,36.67,Loamy,4.3,2453,Wheat,
Barley,37.12,73.59,58.49,Red,4.9,2029,Sugarcane,
Tobacco,33.07,59.3,29.82,Sandy,8.2,2409,Maize,
Millet,33.7,54.7,46.14,Sandy,10.4,325,Tobacco,
Wheat,27.23,66.64,23.67,Loamy,11.3,1315,Soybeans,
Soybeans,29.68,59.72,38.04,Sandy,3.4,535,Cotton,
Maize,26.52,49.31,24.53,Loamy,10.1,3000,Pulses,
Pulses,28.59,68.77,43.37,Clay,12,1059,Barley,
Pulses,27.05,63.47,50.21,Black,13.3,2955,Barley,
Pulses,26.85,55.04,32.87,Red,5.4,684,Barley,
Sugarcane,35.75,65.56,56.3,Loamy,4.7,1419,Wheat,
Millet,30.32,57.25,49.76,Red,7.3,1240,Tobacco,
Millet,25.58,44.88,44.58,Loamy,7.7,1150,Tobacco,
Sugarcane,36.84,69.25,34.94,Clay,0.6,568,Wheat,
Maize,26.6,59.53,54.76,Black,1.1,607,Pulses,
Tobacco,30.17,51.46,26.6,Clay,7.3,1269,Maize,
Cotton,23.42,58.92,31.9,Loamy,11.9,1360,Ground Nuts,
Sugarcane,23.21,61.42,38.75,Red,12,1958,Wheat,
Cotton,28.66,55.38,60.99,Red,8.4,2160,Ground Nuts,
Wheat,31.02,55.51,28.28,Sandy,11.9,1201,Soybeans,
Sugarcane,31.18,61.94,25.48,Clay,8.1,1812,Wheat,
Barley,29.41,59.37,32.03,Sandy,7.1,1010,Sugarcane,
Ground Nuts,37.15,54.95,39.11,Red,3.6,1773,Oilseeds,
Soybeans,33.32,69.38,35.87,Clay,13.5,572,Cotton,
Wheat,24.37,53.17,55.48,Red,12.6,418,Soybeans,
Sugarcane,27.64,40.23,66.03,Red,3.8,284,Wheat,
Ground Nuts,25.47,54.39,36.46,Black,13.3,2248,Oilseeds,
Maize,35.97,56.77,47.57,Black,0.6,1270,Pulses,
Maize,29.73,55.37,43.18,Red,3,1563,Pulses,
Ground Nuts,30.34,70.27,32.51,Loamy,5.6,2178,Oilseeds,
Cotton,24.16,62.88,41.92,Clay,4.2,1170,Ground Nuts,
Ground Nuts,36.79,58.13,54.07,Red,3.4,982,Oilseeds,
Tobacco,35.66,58,53.6,Sandy,4.3,1541,Maize,
Barley,31.46,52.2,31.78,Loamy,12.8,1919,Sugarcane,
Sugarcane,27.52,50.05,30.28,Clay,8.1,530,Wheat,
Wheat,31.72,56.61,58.53,Sandy,0.6,2474,Soybeans,
Ground Nuts,30.56,61.41,56.55,Red,8.3,1522,Oilseeds,
Ground Nuts,36.1,60.94,59,Clay,3.8,433,Oilseeds,
Pulses,31.44,54.65,44.13,Sandy,6.1,1530,Barley,
Ground Nuts,35.97,67.11,42.9,Clay,13.8,643,Oilseeds,
Tobacco,28.32,58.66,47.07,Clay,8.8,1486,Maize,
Tobacco,32.94,58.34,26.77,Sandy,5.5,2492,Maize,
Maize,34.71,60.07,27.77,Sandy,9.6,773,Pulses,
Millet,26.56,53.14,68.28,Clay,11,297,Tobacco,
Maize,28.67,46.65,41.01,Clay,4,865,Pulses,
Tobacco,38.53,71.59,55.4,Loamy,13.3,1884,Maize,
Cotton,26.85,57.04,22.3,Red,4.4,2746,Ground Nuts,
Sugarcane,37.69,56.38,57.45,Clay,12.8,2473,Wheat,
Maize,30.5,44.64,38.98,Black,2.6,2409,Pulses,
Sugarcane,26.28,48.68,70,Red,8.5,1720,Wheat,
Sugarcane,25.57,62.06,37.05,Clay,11.5,1803,Wheat,
Barley,36.47,68.04,31.14,Black,4.7,2663,Sugarcane,
Maize,29.61,61.46,58.05,Clay,13.9,2345,Pulses,
Barley,32.27,43.73,42.3,Red,6.2,1887,Sugarcane,
Sugarcane,32.45,72.32,58.58,Red,11,2047,Wheat,
Cotton,31.45,59.69,21.84,Clay,2,1743,Ground Nuts,
Sugarcane,30.78,58.79,47.7,Clay,6.3,643,Wheat,
Soybeans,34.17,50.98,30.6,Black,4.6,1554,Cotton,
Soybeans,31.84,70.47,33.25,Sandy,2.7,2340,Cotton,
Millet,32.44,68.93,49.8,Black,12.7,284,Tobacco,
Wheat,29.94,66.26,49.69,Clay,13.6,2145,Soybeans,
Ground Nuts,31.34,71.35,48.67,Black,5.2,1987,Oilseeds,
Tobacco,25.63,62.91,41.61,Clay,10.8,910,Maize,
Millet,34.35,55.97,36.25,Clay,4.6,1852,Tobacco,
Cotton,30.51,65.48,56.53,Clay,14,1235,Ground Nuts,
Millet,37.83,68.34,49.42,Black,4.3,2039,Tobacco,
Sugarcane,24.16,50.01,55.95,Sandy,6.3,3000,Wheat,
Wheat,30.37,56.03,56.06,Red,7.6,2942,Soybeans,
Sugarcane,20.52,53.81,70,Black,8.9,1818,Wheat,
Millet,30.38,62.75,49.15,Loamy,0.4,2106,Tobacco,
Maize,26.95,66.15,29.7,Clay,13.7,1232,Pulses,
Millet,30.91,45.69,26.52,Red,0.6,950,Tobacco,
Pulses,28.2,65.07,29.22,Black,13.1,2511,Barley,
Barley,33.24,67.96,42.8,Black,13.2,2713,Sugarcane,
Sugarcane,26.61,61.2,31.07,Loamy,9.9,1881,Wheat,
Tobacco,30.87,49.79,47.29,Sandy,6.7,2029,Maize,
Soybeans,29.27,66.25,31.4,Loamy,10.9,2850,Cotton,
Cotton,36.42,67.17,50.44,Sandy,13.2,1484,Ground Nuts,
Barley,20,55.62,31.35,Loamy,1.7,1467,Sugarcane,
Wheat,29.8,56.47,33.35,Clay,9.5,2753,Soybeans,
Cotton,29.62,47.21,39.21,Black,5.2,1039,Ground Nuts,
Sugarcane,22.62,42.74,22.19,Loamy,6.2,491,Wheat,
Millet,25.29,46.46,44.88,Black,6,770,Tobacco,
Millet,32.55,48.07,47.11,Clay,5.9,1960,Tobacco,
Sugarcane,32.87,61.85,40.26,Black,11.6,2268,Wheat,
Barley,26.11,61.27,51.36,Black,0.1,2572,Sugarcane,
Barley,31.87,60.06,34.29,Black,0.3,746,Sugarcane,
Soybeans,32.58,48.15,44.44,Loamy,11.6,1717,Cotton,
Sugarcane,29.57,61.98,37.31,Clay,0.3,998,Wheat,
Cotton,35.8,70.42,24.42,Sandy,11.1,1998,Ground Nuts,
Ground Nuts,30.64,43.47,43.45,Clay,3.3,880,Oilseeds,
Millet,33.81,60.32,39.79,Loamy,11.6,2170,Tobacco,
Barley,32.19,56.71,42.67,Clay,0,1053,Sugarcane,
Pulses,24.9,56.17,38.53,Loamy,8.4,1472,Barley,
Cotton,30.68,53.52,44.75,Red,13.4,1003,Ground Nuts,
Ground Nuts,27.75,51.19,44.54,Red,1,2904,Oilseeds,
Sugarcane,32.06,56.81,35.82,Black,3.3,2874,Wheat,
Soybeans,32.21,61.12,67.23,Clay,12.5,2806,Cotton,
Tobacco,33.28,65.51,47.53,Clay,8.2,706,Maize,
Cotton,26.89,53.69,24.47,Loamy,2.4,2334,Ground Nuts,
Maize,31.99,66.28,51.34,Red,11.8,1046,Pulses,
Cotton,40,75.62,45.82,Black,6.1,908,Ground Nuts,
Soybeans,39.55,77.65,32.25,Sandy,8.8,361,Cotton,
Millet,31.1,54.3,49.85,Sandy,0.6,2548,Tobacco,
Maize,36.09,74.92,37.36,Red,1,1626,Pulses,
Sugarcane,32.41,73.63,40.09,Loamy,2.3,716,Wheat,
Soybeans,20.41,47.39,70,Loamy,11.5,1041,Cotton,
Millet,39.16,63.48,44.6,Black,7.6,1600,Tobacco,
Wheat,29.43,48.63,56.66,Red,8.9,2313,Soybeans,
Soybeans,25.23,48.9,32.37,Clay,13.6,704,Cotton,
Soybeans,26.28,53.62,61.96,Loamy,1.8,2234,Cotton,
Soybeans,29.07,44.79,38.69,Black,4.6,1174,Cotton,
Wheat,27.78,53.53,62.54,Black,2.5,1945,Soybeans,
Pulses,31.27,64.6,62.52,Loamy,0.4,544,Barley,
Soybeans,23.13,50.43,38.07,Clay,2.9,349,Cotton,
Pulses,30.36,62.15,33.85,Sandy,0.5,2853,Barley,
Ground Nuts,27.51,66.12,33.06,Clay,7.3,687,Oilseeds,
Maize,24.77,53.31,26.82,Sandy,11.6,1560,Pulses,
Ground Nuts,29.73,65.86,46.73,Clay,6.2,2639,Oilseeds,
Wheat,28.3,50.98,67.77,Black,3.6,2142,Soybeans,
Soybeans,35.46,67.95,51.35,Loamy,11.3,2829,Cotton,
Millet,38.51,72.13,44.07,Sandy,9.2,799,Tobacco,
Pulses,26.83,56.77,54.59,Loamy,11.7,1806,Barley,
Ground Nuts,34.03,53.39,46.23,Black,3,2748,Oilseeds,
Sugarcane,34.11,57.79,43.23,Red,12.7,2680,Wheat,
Millet,23.16,58.93,47.74,Loamy,1.8,2593,Tobacco,
Pulses,22.4,57.86,63.99,Loamy,1.7,484,Barley,
Tobacco,25.11,62.03,42.44,Red,6.8,2627,Maize,
Maize,30.54,67.81,51.69,Clay,9.4,1255,Pulses,
Pulses,40,77.33,57.68,Sandy,9,2936,Barley,
Ground Nuts,29.77,67.26,46.16,Sandy,7.8,578,Oilseeds,
Soybeans,28.57,63.78,31.25,Black,3.8,2457,Cotton,
Maize,40,78.33,45.34,Black,2.7,1822,Pulses,
Ground Nuts,28.38,52.69,45.92,Sandy,4,2112,Oilseeds,
Maize,25.14,49.84,20,Black,1.6,2183,Pulses,
Ground Nuts,28.16,54.87,44.86,Clay,10.9,1880,Oilseeds,
Soybeans,32.63,54.58,41.18,Clay,6.5,1661,Cotton,
Maize,27.1,58.81,28.94,Sandy,12.1,736,Pulses,
Maize,31.7,56.91,48.75,Black,1.6,986,Pulses,
Wheat,33.32,59.59,41.45,Red,9.1,1800,Soybeans,
Cotton,33.63,64.13,34.63,Sandy,4.4,2507,Ground Nuts,
Barley,29.49,61.99,38.54,Clay,9.8,1466,Sugarcane,
Maize,37.73,78.44,43.81,Loamy,13.8,392,Pulses,
Wheat,32.28,57.19,36.23,Red,3.7,1595,Soybeans,
Barley,32.34,69.02,43.22,Red,4.9,1585,Sugarcane,
Barley,30.69,61.53,44.72,Sandy,12.4,1588,Sugarcane,
Tobacco,28.05,59.27,27.07,Red,1.2,912,Maize,
Pulses,36.17,61.99,40.86,Clay,13.1,1335,Barley,
Cotton,33.21,59.82,45.42,Loamy,1.6,2194,Ground Nuts,
Wheat,30.82,55.95,70,Loamy,4.6,2737,Soybeans,
Ground Nuts,34.65,70.51,57,Black,6.8,1427,Oilseeds,
Maize,30.43,70.25,53.78,Red,9.8,2779,Pulses,
Sugarcane,22.87,45.11,21.74,Black,6.9,432,Wheat,
Soybeans,22.79,48.84,56.1,Black,6.4,2679,Cotton,
Maize,26.32,63.21,69.24,Red,13.4,2106,Pulses,
Maize,31.25,69,50.68,Sandy,10.7,2854,Pulses,
Millet,31.95,57.54,27.63,Loamy,7.4,1092,Tobacco,
Maize,27.03,63,44.8,Loamy,10.9,1974,Pulses,
Ground Nuts,39.45,77.38,41.31,Red,13.2,2583,Oilseeds,
Ground Nuts,27.13,53.92,67.62,Black,10.6,2340,Oilseeds,
Barley,31.83,61.48,51.62,Clay,6.7,622,Sugarcane,
Millet,21.37,57.03,60.02,Sandy,11.9,2123,Tobacco,
Millet,28.78,45.41,33.28,Red,5.6,2940,Tobacco,
Maize,33.44,67.72,40.98,Loamy,9,691,Pulses,
Tobacco,33.14,57.63,47.22,Loamy,2.2,897,Maize,
Pulses,29.37,74.97,35.82,Red,3.8,2759,Barley,
Wheat,28.65,63.42,42.26,Loamy,5.9,2564,Soybeans,
Millet,28.31,57.46,30.33,Sandy,6.6,825,Tobacco,
Cotton,37.01,59.22,39.3,Sandy,1.6,2246,Ground Nuts,
Ground Nuts,24.68,49.73,57.68,Black,5.7,739,Oilseeds,
Ground Nuts,23.48,47.26,34.88,Loamy,6.3,1978,Oilseeds,
Barley,24.87,66.48,38.24,Black,11.2,2673,Sugarcane,
Tobacco,31.6,46.43,60.07,Loamy,13.2,354,Maize,
Millet,33.9,64.42,47.41,Sandy,0.8,2452,Tobacco,
Wheat,29.68,61.79,25.12,Loamy,13.2,2798,Soybeans,
Ground Nuts,30.88,47.99,36.9,Sandy,12.4,1588,Oilseeds,
Soybeans,23.28,50.87,49.11,Clay,13.5,1117,Cotton,
Sugarcane,25.46,51.66,35.48,Clay,9.2,1260,Wheat,
Ground Nuts,31.97,56.88,44.52,Sandy,3.1,2327,Oilseeds,
Pulses,33.65,54.44,47.34,Loamy,9.3,2619,Barley,
Wheat,29.41,52.2,37.85,Clay,2.9,2570,Soybeans,
Wheat,33.14,53.67,35.54,Loamy,0.8,2608,Soybeans,
Maize,34.04,51.83,35.12,Loamy,7.2,2924,Pulses,
Ground Nuts,29.59,69.84,47.02,Sandy,9.6,2984,Oilseeds,
Millet,21.86,61.37,27.44,Clay,2.5,532,Tobacco,
Pulses,25.15,53.19,39.29,Sandy,9.3,290,Barley,
Tobacco,28.5,65.02,37.98,Black,7,593,Maize,
Cotton,25.95,54.58,31.28,Black,7.2,2772,Ground Nuts,
Ground Nuts,28.8,55.76,35.61,Loamy,4.7,1889,Oilseeds,
Soybeans,28.73,63.67,33.14,Loamy,11.8,370,Cotton,
Maize,28.11,45.22,66.38,Red,13.5,2083,Pulses,
Soybeans,24.63,51.74,20,Loamy,10.8,2678,Cotton,
Barley,24.23,60.39,25.34,Loamy,2.3,1106,Sugarcane,
Pulses,35.44,59.69,21.57,Sandy,1,1322,Barley,
Cotton,29.74,50.15,30.71,Black,9.4,2816,Ground Nuts,
Tobacco,32.17,47.61,35.09,Clay,3.7,768,Maize,
Wheat,31.94,53.5,34.06,Black,11,1720,Soybeans,
Wheat,32.9,54.1,49.07,Black,11.5,1830,Soybeans,
Pulses,30.2,44.61,36.62,Clay,8.4,1257,Barley,
Tobacco,28.07,71.72,34.22,Red,12.2,1299,Maize,
Ground Nuts,38.9,76.36,23.34,Black,11,1378,Oilseeds,
Maize,30.71,61.75,42.85,Loamy,4.5,2328,Pulses,
Cotton,29.26,46.67,40.59,Clay,7.2,1997,Ground Nuts,
Millet,33.76,64.28,62.87,Sandy,6.8,2394,Tobacco,
Sugarcane,27.86,67.32,40.15,Clay,11.8,287,Wheat,
Soybeans,28.44,56.96,55.12,Black,12.9,254,Cotton,
Barley,29.24,46.88,44.55,Black,0.6,1409,Sugarcane,
Sugarcane,33.89,67.27,44.73,Clay,12,856,Wheat,
Millet,33.05,61.26,28.59,Black,3.2,2673,Tobacco,
Soybeans,27.83,50.75,31.94,Red,11.6,1737,Cotton,
Maize,25.88,42.06,48.59,Black,6.9,1160,Pulses,
Millet,37.68,64.53,62.03,Clay,10,2684,Tobacco,
Maize,35.76,52.2,41.09,Sandy,5.4,1114,Pulses,
Tobacco,30.46,58.56,39.96,Sandy,3.5,262,Maize,
Tobacco,34.07,61.18,26.06,Black,11.2,1159,Maize,
Maize,34.33,54.12,42.26,Sandy,12.3,259,Pulses,
Millet,22.92,51.28,23.58,Clay,5,208,Tobacco,
Tobacco,35.58,65.91,30.27,Red,7.8,2172,Maize,
Barley,31.27,50.14,42.65,Red,8.4,2382,Sugarcane,
Tobacco,26.24,60.66,48.23,Black,0.4,2545,Maize,
Cotton,33.36,49.37,28.54,Black,3.8,464,Ground Nuts,
Soybeans,27,58.9,67.14,Red,0.6,2790,Cotton,
Pulses,25.43,50.03,57.43,Loamy,1.4,429,Barley,
Cotton,28.68,68.2,43.9,Sandy,0.1,950,Ground Nuts,
Millet,21.33,53.57,55.5,Clay,11.8,1070,Tobacco,
Wheat,37.75,58.35,37.82,Red,12.3,2787,Soybeans,
Sugarcane,35.21,73.16,48,Black,13.9,1064,Wheat,
Barley,29.75,56.27,31.85,Loamy,5.1,2874,Sugarcane,
Maize,23.77,54.99,41.64,Clay,10.6,897,Pulses,
Maize,34.64,54.07,50.89,Black,7.2,1830,Pulses,
Millet,31.77,48.2,49.79,Clay,11.9,2143,Tobacco,
Pulses,22.76,49.09,32.91,Black,7.4,1226,Barley,
Soybeans,32.98,66.5,41.35,Clay,6.2,589,Cotton,
Millet,26.24,54.1,38.98,Loamy,9.5,1044,Tobacco,
Tobacco,31.48,62.77,52.55,Sandy,8.9,1284,Maize,
Cotton,30.87,68.3,42.11,Loamy,0.1,2795,Ground Nuts,
Millet,24.49,60.36,22.61,Black,4.3,435,Tobacco,
Pulses,27.9,57.2,31.87,Clay,5.6,1653,Barley,
Maize,25.3,58.41,32.96,Loamy,2.6,2559,Pulses,
Pulses,33.84,59.65,46.92,Clay,6.9,2787,Barley,
Millet,32.61,72.07,32.62,Clay,0,1126,Tobacco,
Soybeans,26.98,44.04,66.35,Clay,4.2,2884,Cotton,
Soybeans,26.08,46.32,70,Sandy,12.3,404,Cotton,
Soybeans,23.46,44.89,36.24,Black,8.2,2069,Cotton,
Tobacco,22.68,55.72,37.57,Loamy,5.6,627,Maize,
Wheat,32.61,54.03,34.38,Loamy,10.3,638,Soybeans,
Barley,22.73,57.96,38.9,Red,5.4,1802,Sugarcane,
Tobacco,33.53,69.87,62.59,Sandy,4.8,2285,Maize,
Pulses,29.59,61.69,42.35,Sandy,3,2839,Barley,
Barley,35.43,75.29,47.09,Clay,4.5,1131,Sugarcane,
Pulses,28.02,58.94,45.14,Clay,4.3,889,Barley,
Sugarcane,28.69,57.93,30.03,Sandy,1.9,1393,Wheat,
Wheat,31.97,74.57,25.98,Loamy,5.8,1659,Soybeans,
Maize,38.94,72.08,57.52,Black,7.7,1828,Pulses,
Wheat,27.52,45.64,50.85,Black,7.9,1999,Soybeans,
Tobacco,27.02,50.44,41.89,Clay,2.8,2603,Maize,
Pulses,35.55,67.27,37.82,Sandy,6,934,Barley,
Maize,34.18,74.74,50.05,Red,5.2,954,Pulses,
Millet,36.35,71.25,37.03,Sandy,8.3,1256,Tobacco,
Millet,29.98,53.76,60.3,Loamy,7.1,312,Tobacco,
Ground Nuts,22.47,54.03,32.7,Clay,9.3,1510,Oilseeds,
Soybeans,29.13,67.3,34.87,Black,9.2,581,Cotton,
Maize,30.91,69.94,41.75,Sandy,0.7,211,Pulses,
Maize,28.89,56.51,48.61,Clay,3.5,2184,Pulses,
Sugarcane,28.99,60.36,45.61,Black,3.3,2951,Wheat,
Pulses,27.53,56.83,40.73,Black,4,1326,Barley,
Barley,38.55,59.74,67.6,Red,1.4,2318,Sugarcane,
Pulses,33.73,65.97,52.77,Clay,11.1,852,Barley,
Soybeans,28.95,61,49.42,Sandy,1.5,1308,Cotton,
Pulses,29.44,60.05,37.08,Loamy,10.5,2984,Barley,
Tobacco,37.91,78.37,47.5,Black,4.5,1532,Maize,
Millet,22.06,53.64,62.43,Sandy,12.7,2793,Tobacco,
Maize,29.9,50.37,36.94,Red,5.4,670,Pulses,
Cotton,29.48,65.8,57.41,Loamy,7.9,2567,Ground Nuts,
Wheat,40,69.31,59.57,Sandy,5.7,1274,Soybeans,
Tobacco,25.82,56.18,61.74,Loamy,3.1,608,Maize,
Pulses,28.24,40.02,40.05,Red,11.3,2437,Barley,
Ground Nuts,32.76,51.56,45.73,Sandy,9.9,2562,Oilseeds,
Tobacco,36.77,64.73,55.77,Red,10.3,1936,Maize,
Ground Nuts,20.58,55.92,31.05,Loamy,5.4,452,Oilseeds,
Soybeans,21.55,53.17,35.77,Red,0.7,2904,Cotton,
Pulses,31.85,64.85,57.26,Loamy,12.6,2543,Barley,
Soybeans,27.38,50.41,31.84,Clay,10.3,2449,Cotton,
Millet,24.4,57.91,27.16,Loamy,5.9,895,Tobacco,
Sugarcane,32.6,54.47,50.6,Clay,8.3,2190,Wheat,
Ground Nuts,30.3,52.93,55.68,Loamy,13.6,473,Oilseeds,
